"Carrier","Year","Total Departures","Total Passengers","Total Seats","Total Load Factor (%)","Total Passengers/Flight","Total Seats/Flight","Total Distance/Flight (sm)","Total Distance/Passenger (sm)","Total Payload (lbs)","Total Freight (lbs)","Total Mail (lbs)","Domestic Departures","Domestic Passengers","Domestic Seats","Domestic Load Factor (%)","Domestic Passengers/Flight","Domestic Seats/Flight","Domestic Distance/Flight (sm)","Domestic Distance/Passenger (sm)","Domestic Payload (lbs)","Domestic Freight (lbs)","Domestic Mail (lbs)","Outbound International Departures","Outbound International Passengers","Outbound International Seats","Outbound International Load Factor (%)","Outbound International Passengers/Flight","Outbound International Seats/Flight","Outbound International Distance/Flight (sm)","Outbound International Distance/Passenger (sm)","Outbound International Payload (lbs)","Outbound International Freight (lbs)","Outbound International Mail (lbs)","Inbound International Departures","Inbound International Passengers","Inbound International Seats","Inbound International Load Factor (%)","Inbound International Passengers/Flight","Inbound International Seats/Flight","Inbound International Distance/Flight (sm)","Inbound International Distance/Passenger (sm)","Inbound International Payload (lbs)","Inbound International Freight (lbs)","Inbound International Mail (lbs)"
"Svenskt Industriflyg AB","2023","40","123","468","26.3","3.075","11.7","2,637.3","2,760","201,696","0","0","7","7","41","17.1","1","5.85714285714","1,057.14285714286","523.85714285714","12,740","0","0","15","50","200","25","3.33333333333","13.33333333333","3,062.4","3,077.24","91,472","0","0","18","66","227","29.1","3.66666666667","12.61111111111","2,897.55555555556","2,756.83333333333","97,484","0","0"
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","2023","18,073","617,776","2,003,564","30.8","34.18226083107","110.85951419244","736.1261550379","784.21955368936","631,949,082","12,197,929","0","12,510","279,647","1,154,561","24.2","22.35387689848","92.29104716227","733.86994404476","766.61758216609","442,115,310","12,197,929","0","2,780","228,860","424,277","53.9","82.32374100719","152.61762589928","719.08345323741","933.29656995543","94,838,970","0","0","2,783","109,269","424,726","25.7","39.26302551204","152.61444484369","763.29249011858","517.03098774584","94,994,802","0","0"
"Swiss Air Ambulance","2023","28","67","308","21.8","2.39285714286","11","2,487.5","2,489.59701492537","146,249","0","0","4","9","44","20.5","2.25","11","1,345.75","1,374.55555555556","37,123","0","0","15","36","165","21.8","2.4","11","2,435.8","2,392.33333333333","90,372","0","0","9","22","99","22.2","2.44444444444","11","3,081.11111111111","3,104.90909090909","18,754","0","0"
"Swiss International Airlines","2023","7,752","1,699,218","2,047,752","83","219.19736842105","264.15789473684","4,433.58114035088","4,548.21792495136","845,207,621","158,758,799","0","1","269","320","84.1","269","320","337","337","133,980","46,262","0","3,870","855,194","1,022,218","83.7","220.98036175711","264.13901808786","4,434.49224806202","4,542.24186208042","421,899,472","54,040,743","0","3,881","843,755","1,025,214","82.3","217.40659623808","264.16232929657","4,433.72816284463","4,555.61759752535","423,174,169","104,671,794","0"
"Swiss Private Jet S.A.","2023","34","91","416","21.9","2.67647058824","12.23529411765","3,034.52941176471","3,060.26373626374","170,200","0","0","8","16","78","20.5","2","9.75","651.875","584.75","33,000","0","0","13","37","169","21.9","2.84615384615","13","3,769.61538461539","3,793.94594594595","68,600","0","0","13","38","169","22.5","2.92307692308","13","3,765.69230769231","3,388.21052631579","68,600","0","0"
"TAG Aviation (Malta) Ltd.","2023","12","19","168","11.3","1.58333333333","14","3,286.5","3,404.63157894737","80,373","0","0",,,,,,,,,,,,"7","11","98","11.2","1.57142857143","14","3,659.42857142857","4,252.81818181818","46,788","0","0","5","8","70","11.4","1.6","14","2,764.4","2,238.375","33,585","0","0"
"TAG Aviation (UK) Ltd.","2023","6","20","84","23.8","3.33333333333","14","3,314","3,569.65","35,918","0","0",,,,,,,,,,,,"3","11","42","26.2","3.66666666667","14","3,041.33333333333","2,831.27272727273","17,959","0","0","3","9","42","21.4","3","14","3,586.66666666667","4,472.11111111111","17,959","0","0"
"TAM Linhas Aereas SA dba Latam Airlines Brasil","2023","2,982","847,813","1,027,895","82.5","284.31019450034","344.69986586184","4,382.74312541918","4,389.34012335267","384,719,099","66,227,898","0","9","704","820","85.9","78.22222222222","91.11111111111","795.66666666667","95.08380681818","1,023,753","111,865","0","1,484","415,508","513,249","81","279.99191374663","345.8551212938","4,395.46630727763","4,390.19577721729","192,108,122","20,687,733","0","1,489","431,601","513,826","84","289.8596373405","345.08126259234","4,391.74412357287","4,395.52089082277","191,587,224","45,428,300","0"
"TAP-TAP Air Portugal","2023","6,435","1,143,654","1,380,403","82.8","177.72400932401","214.51484071484","3,648.83900543901","3,750.36550215362","402,868,620","35,111,070","0","7","1,240","1,398","88.7","177.14285714286","199.71428571429","109.57142857143","98.97822580645","528,000","72,098","0","3,213","561,273","688,590","81.5","174.68814192344","214.3137254902","3,653.6918767507","3,758.96708375425","207,836,200","13,063,552","0","3,215","581,141","690,415","84.2","180.75925349922","214.74805598756","3,651.69517884915","3,749.84907793462","194,504,420","21,975,420","0"
"TEM Enterprises dba  Avelo Airlines","2023","17,824","2,301,133","3,006,202","76.5","129.10306328546","168.66034560144","791.15411804309","808.0986218528","810,643,900","0","0","17,753","2,296,410","2,992,783","76.7","129.35334872979","168.57900073227","789.58739367994","806.78399153461","807,021,000","0","0","36","2,458","6,804","36.1","68.27777777778","189","1,187.19444444444","1,432.04556550041","1,834,200","0","0","35","2,265","6,615","34.2","64.71428571429","189","1,178.48571428571","1,463.84635761589","1,788,700","0","0"
"Taca International Airlines","2023","11,538","1,657,136","2,063,692","80.3","143.62419830127","178.86046108511","1,866.60443751083","1,890.24294686737","482,456,788","9,383,637","0","1","85","180","47.2","85","180","192","192","36,835","0","0","5,766","829,739","1,028,134","80.7","143.90201179327","178.30974679154","1,867.01300728408","1,899.39790343711","238,022,048","1,382,991","0","5,771","827,312","1,035,378","79.9","143.3567839196","179.41050077976","1,866.48639750477","1,881.23561485872","244,397,905","8,000,646","0"
"Tailwind Air, LLC","2023","1,290","5,365","11,390","47.1","4.15891472868","8.82945736434","356.85426356589","405.14911463187","3,764,068","0","0","1,240","5,089","10,955","46.5","4.10403225806","8.83467741935","324.29919354839","362.18156808803","3,601,228","0","0","25","146","216","67.6","5.84","8.64","1,202.16","1,217.70547945206","83,090","0","0","25","130","219","59.4","5.2","8.76","1,126.28","1,174.6","79,750","0","0"
"Talofa Airways Limited","2023","3,870","26,979","34,830","77.5","6.97131782946","9","95.99689922481","95.40531524519","8,032,530","65,340","0",,,,,,,,,,,,"1,937","13,288","17,433","76.2","6.86009292721","9","95.99483737739","95.43678506924","4,020,423","38,428","0","1,933","13,691","17,397","78.7","7.08277289188","9","95.99896533885","95.37477174786","4,012,107","26,912","0"
"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","2023","9,293","19,965","53,109","37.6","2.14839126224","5.7149467341","300.48046917034","220.91745554721","159,209,406","23,666,325","29,536,127","9,172","19,965","53,109","37.6","2.17673353685","5.79034016572","297.78227213258","220.91745554721","153,979,423","22,507,876","29,536,127","61","0","0",,"0","0","508.83606557377",,"2,636,603","944,395","0","60","0","0",,"0","0","501.11666666667",,"2,593,380","214,054","0"
"Titan Airways","2023","139","1,280","3,604","35.5","9.20863309353","25.92805755396","3,594.79856115108","2,866.64765625","11,497,266","7,502,880","0","11","61","660","9.2","5.54545454545","60","1,821.81818181818","1,422.36065573771","394,922","0","0","66","651","1,380","47.2","9.86363636364","20.90909090909","3,654.24242424242","2,659.83717357911","5,509,922","3,995,928","0","62","568","1,564","36.3","9.16129032258","25.22580645161","3,846.08064516129","3,258.78697183099","5,592,422","3,506,952","0"
"Tradewind Aviation","2023","13,675","66,893","109,402","61.1","4.89162705667","8.00014625229","214.66413162706","209.88164680908","47,707,850","0","0","7,184","29,633","57,474","51.6","4.12486080178","8.00027839644","216.29899777283","209.63716127291","25,254,700","0","0","3,250","18,287","26,000","70.3","5.62676923077","8","212.384","209.51686990758","11,245,800","0","0","3,241","18,973","25,928","73.2","5.85405738969","8","213.32675100278","210.6150845939","11,207,350","0","0"
"Transportes Aereos Mercantiles Panamericanos S.A","2023","6,290","0","0",,"0","0","1,732.48171701113",,"831,903,820","587,973,096","0","3","0","0",,"0","0","731.33333333333",,"429,000","139,544","0","3,113","0","0",,"0","0","1,874.81914551879",,"411,188,140","211,622,253","0","3,174","0","0",,"0","0","1,593.82608695652",,"420,286,680","376,211,299","0"
"Tropic Ocean Airways LLC","2023","7,785","25,071","62,283","40.3","3.2204238921","8.00038535645","95.39922928709","91.99178333533","23,899,950","9,390","0","2,348","3,453","18,787","18.4","1.4706132879","8.00127768313","75.79045996593","94.11149724877","7,208,360","0","0","2,745","10,434","21,960","47.5","3.80109289617","8","104.54134790528","92.35413072647","8,427,150","9,390","0","2,692","11,184","21,536","51.9","4.15453194651","8","103.18016344725","90.99928469242","8,264,440","0","0"
"Turk Hava Yollari A.O.","2023","13,775","3,422,134","4,014,863","85.2","248.43078039927","291.46010889292","5,601.70787658802","5,774.98332327139","1,846,023,880","351,097,873","0","136","1,484","3,541","41.9","10.91176470588","26.03676470588","749.32352941176","528.8153638814","29,048,959","10,832,881","0","6,821","1,662,822","2,007,497","82.8","243.77979768362","294.31124468553","5,655.77129453159","5,781.970904282","909,508,316","145,880,667","0","6,818","1,757,828","2,003,825","87.7","257.8216485773","293.90217072455","5,644.41214432385","5,772.80234186735","907,466,605","194,384,325","0"
"USA Jet Airlines Inc.","2023","4,921","0","954","0","0","0.19386303597","711.66470229628",,"151,588,822","18,807,987","0","3,869","0","828","0","0","0.2140087878","739.13155854226",,"114,100,822","13,985,147","0","524","0","54","0","0","0.10305343511","730.83396946565",,"18,696,000","2,776,906","0","528","0","72","0","0","0.13636363636","491.37310606061",,"18,792,000","2,045,934","0"
"Unijet","2023","20","41","280","14.6","2.05","14","3,950.3","4,019.36585365854","56,060","0","0",,,,,,,,,,,,"10","28","140","20","2.8","14","3,909.8","4,067.89285714286","28,030","0","0","10","13","140","9.3","1.3","14","3,990.8","3,914.84615384615","28,030","0","0"
"United Air Lines Inc.","2023","910,687","134,500,774","160,406,458","83.8","147.69154934681","176.13785856172","1,491.74662315373","1,709.40584839311","42,885,084,890","1,385,712,976","141,379,748","725,563","103,287,859","122,827,400","84.1","142.35546603121","169.28564438925","1,115.80672526025","1,199.24220220307","31,257,089,708","340,217,265","85,756,012","92,634","15,602,515","18,819,510","82.9","168.43183928147","203.15985491288","2,965.73175076106","3,394.40583123939","5,769,653,796","345,741,074","28,544,830","92,490","15,610,400","18,759,548","83.2","168.77932749486","202.82785165964","2,964.62954914045","3,400.80858293189","5,858,341,386","699,754,637","27,078,906"
"United Parcel Service","2023","157,082","0","0",,"0","0","1,180.48680943711",,"18,877,568,128","8,852,653,123","303,215,197","138,376","0","0",,"0","0","958.39951292132",,"16,123,479,083","6,955,008,419","303,100,126","9,352","0","0",,"0","0","2,893.71663815227",,"1,261,390,383","653,546,569","103","9,354","0","0",,"0","0","2,753.01475304683",,"1,492,698,662","1,244,098,135","114,968"
"Uzbekistan Airways","2023","362","75,075","97,940","76.7","207.38950276243","270.55248618785","6,339","6,339","34,141,668","3,237,465","0",,,,,,,,,,,,"181","37,072","48,870","75.9","204.81767955801","270","6,339","6,339","17,070,834","2,206,213","0","181","38,003","49,070","77.4","209.96132596685","271.10497237569","6,339","6,339","17,070,834","1,031,252","0"
"VRG Linhas Aereas S A","2023","1,562","219,379","259,620","84.5","140.44750320102","166.2099871959","3,545.49871959027","3,574.01445899562","67,125,960","0","0","7","358","516","69.4","51.14285714286","73.71428571429","1,544","185.04469273743","130,680","0","0","771","108,931","128,508","84.8","141.28534370947","166.67704280156","3,563.52529182879","3,590.92299712662","33,323,400","0","0","784","110,090","130,596","84.3","140.42091836735","166.57653061224","3,545.64158163265","3,568.30446907076","33,671,880","0","0"
"Venture Travel LLC d/b/a Taquan Air Service","2023","5,033","6,726","36,523","18.4","1.33637989271","7.2567057421","29.66063977747","12.95480225989","8,022,000","881,014","876,196","5,033","6,726","36,523","18.4","1.33637989271","7.2567057421","29.66063977747","12.95480225989","8,022,000","881,014","876,196",,,,,,,,,,,,,,,,,,,,,,
"Via Airlines d/b/a Sterling Airways","2023","804","14,160","36,180","39.1","17.61194029851","45","466.84701492537","561.66257062147","8,286,828","0","0","804","14,160","36,180","39.1","17.61194029851","45","466.84701492537","561.66257062147","8,286,828","0","0",,,,,,,,,,,,,,,,,,,,,,
"Vieques Air Link Inc.","2023","8,177","46,875","91,745","51.1","5.73254249725","11.21988504341","27.02299131711","27.140736","14,718,600","0","0","8,177","46,875","91,745","51.1","5.73254249725","11.21988504341","27.02299131711","27.140736","14,718,600","0","0",,,,,,,,,,,,,,,,,,,,,,
"Virgin Atlantic Airways","2023","15,792","3,423,684","4,540,799","75.4","216.79863221885","287.53793059777","4,267.94167933131","4,259.0007436434","1,902,785,174","222,837,450","0","10","2,670","2,976","89.7","267","297.6","305.4","309.15468164794","1,231,052","0","0","7,909","1,720,103","2,272,868","75.7","217.48678720445","287.37741813124","4,268.2758882286","4,257.73927433415","952,456,370","75,386,035","0","7,873","1,700,911","2,264,955","75.1","216.04356662009","287.68639654515","4,272.63901943351","4,266.47670571829","949,097,752","147,451,415","0"
"VistaJet Limited","2023","2,664","11,956","37,301","32.1","4.48798798799","14.00187687688","4,323.3506006006","4,143.08681833389","7,462,672","0","0","11","47","154","30.5","4.27272727273","14","2,239.18181818182","2,540.27659574468","30,811","0","0","1,254","5,564","17,556","31.7","4.4370015949","14","4,327.10366826156","4,167.22160316319","3,512,367","0","0","1,399","6,345","19,591","32.4","4.53538241601","14.00357398142","4,336.37383845604","4,133.79542947203","3,919,494","0","0"
"Volkswagen AirSevice GmbH dba Volkswagon","2023","51","181","548","33","3.54901960784","10.74509803922","3,414.50980392157","3,477.9226519337","214,329","0","0","11","28","81","34.6","2.54545454545","7.36363636364","1,169.18181818182","1,238.21428571429","32,228","0","0","21","76","245","31","3.61904761905","11.66666666667","4,197.66666666667","4,183.42105263158","95,690","0","0","19","77","222","34.7","4.05263157895","11.68421052632","3,848.84210526316","3,596.02597402597","86,411","0","0"
"Vuela Aviacion, S.A.","2023","1,581","201,627","261,775","77","127.53130929791","165.57558507274","2,144.07590132827","2,142.1494293919","65,542,684","1,476,301","0",,,,,,,,,,,,"790","101,489","130,812","77.6","128.46708860759","165.58481012658","2,144.04430379747","2,144.59824217403","32,752,070","290,436","0","791","100,138","130,963","76.5","126.59671302149","165.56637168142","2,144.10745891277","2,139.66757874134","32,790,614","1,185,865","0"
"Vuela EL Salvador S.A. de C.V.","2023","2,997","403,248","557,442","72.3","134.55055055055","186","1,974.75308641975","1,998.05164811729","134,164,900","0","0",,,,,,,,,,,,"1,498","201,674","278,628","72.4","134.62883845127","186","1,974.78037383178","2,002.48160397473","67,059,138","0","0","1,499","201,574","278,814","72.3","134.47231487658","186","1,974.72581721147","1,993.61949457767","67,105,762","0","0"
"Warbelow","2023","5,851","20,309","46,305","43.9","3.47103059306","7.91403178944","125.77832849086","146.44576296223","14,547,192","503,997","179,326","5,851","20,309","46,305","43.9","3.47103059306","7.91403178944","125.77832849086","146.44576296223","14,547,192","503,997","179,326",,,,,,,,,,,,,,,,,,,,,,
"Western Air Charter, Inc.  d/b/a  Jet Edge","2023","6,653","19,388","89,282","21.7","2.91417405682","13.41981061175","1,091.55989779047","1,500.62755312565","31,390,930","0","0","5,676","15,071","76,059","19.8","2.6552149401","13.40010570825","993.14041578576","1,354.10165217968","26,422,240","0","0","485","2,084","6,561","31.8","4.29690721649","13.52783505155","1,692.69278350516","2,090.39443378119","2,465,395","0","0","492","2,233","6,662","33.5","4.53861788618","13.5406504065","1,634.40447154472","1,939.1486789073","2,503,295","0","0"
"Western Air Ltd","2023","976","23,381","48,800","47.9","23.95594262295","50","182","182","4,675,709","0","0",,,,,,,,,,,,"482","11,019","24,100","45.7","22.86099585062","50","182","182","2,203,565","0","0","494","12,362","24,700","50","25.02429149798","50","182","182","2,472,144","0","0"
"Western Global","2023","1,527","0","0",,"0","0","3,140.94957432875",,"339,419,730","132,891,280","0","749","0","0",,"0","0","1,920.14152202937",,"165,734,926","53,463,773","0","390","0","0",,"0","0","4,360.9",,"87,089,676","24,897,321","0","388","0","0",,"0","0","4,271.37371134021",,"86,595,128","54,530,186","0"
"Westjet","2023","34,111","4,802,336","5,426,408","88.5","140.7855530474","159.08088299962","1,388.19328075987","1,434.93970080394","1,331,100,732","1,889,940","0","2","159","304","52.3","79.5","152","255","291.88679245283","75,845","0","0","17,036","2,405,490","2,711,375","88.7","141.20039915473","159.15561164593","1,388.29737027471","1,432.03764555247","664,639,750","818,181","0","17,073","2,396,687","2,714,729","88.3","140.37878521642","159.00714578574","1,388.22216365021","1,437.92824720124","666,385,137","1,071,759","0"
"Wright Air Service","2023","25,173","94,778","188,263","50.3","3.76506574504","7.47876693282","148.64982322329","154.54797526852","58,166,731","6,791,112","6,655,739","25,173","94,778","188,263","50.3","3.76506574504","7.47876693282","148.64982322329","154.54797526852","58,166,731","6,791,112","6,655,739",,,,,,,,,,,,,,,,,,,,,,
"Xiamen Airlines Co., Ltd.","2023","272","74,065","78,064","94.9","272.29779411765","287","6,964","6,964","23,917,372","5,166,781","0",,,,,,,,,,,,"136","37,320","39,032","95.6","274.41176470588","287","6,964","6,964","10,683,157","1,357,966","0","136","36,745","39,032","94.1","270.18382352941","287","6,964","6,964","13,234,215","3,808,815","0"
"ZIPAIR Tokyo Inc.","2023","1,960","429,090","568,400","75.5","218.92346938776","290","4,991.35714285714","5,018.35342935049","132,463,117","28,906,953","0",,,,,,,,,,,,"980","211,048","284,200","74.3","215.35510204082","290","4,991.35714285714","5,024.74077934877","60,742,087","11,820,893","0","980","218,042","284,200","76.7","222.49183673469","290","4,991.35714285714","5,012.17096247512","71,721,030","17,086,060","0"
