"ID";"Airports";"Periods";"CrossCountryFlights_1";"TotalFlights_3";"TotalArrivalsFlights_6";"TotalDeparturesFlights_9";"TotalPassengers_12";"TotalArrivalsPassengers_15";"TotalDeparturesPassengers_18";"EuropeTotal_22";"NorthAmerica_33"
"2152";"A043595";"2018KW01";"    2079";"     996";"     505";"     491";"   11810";"    6056";"    5754";"   11802";"       0"
"2153";"A043595";"2018MM04";"     949";"     505";"     255";"     250";"   17477";"    6559";"   10918";"   17090";"       0"
"2154";"A043595";"2018MM05";"     992";"     575";"     290";"     285";"   34418";"   16309";"   18109";"   33542";"     183"
"2155";"A043595";"2018MM06";"     842";"     491";"     243";"     248";"   31299";"   15338";"   15961";"   30569";"       5"
"2156";"A043595";"2018KW02";"    2783";"    1571";"     788";"     783";"   83194";"   38206";"   44988";"   81201";"     188"
"2157";"A043595";"2018MM07";"    1093";"     641";"     319";"     322";"   46636";"   20027";"   26609";"   43918";"       0"
"2158";"A043595";"2018MM08";"    1073";"     685";"     341";"     344";"   53040";"   27323";"   25717";"   50391";"       0"
"2159";"A043595";"2018MM09";"     964";"     589";"     298";"     291";"   34945";"   17282";"   17663";"   34062";"       0"
"2160";"A043595";"2018KW03";"    3130";"    1915";"     958";"     957";"  134621";"   64632";"   69989";"  128371";"       0"
"2161";"A043595";"2018MM10";"     947";"     620";"     310";"     310";"   32462";"   17276";"   15186";"   31964";"       0"
"2162";"A043595";"2018MM11";"     815";"     479";"     240";"     239";"    7528";"    4505";"    3023";"    6414";"       0"
"2163";"A043595";"2018MM12";"     680";"     436";"     219";"     217";"    5498";"    2797";"    2701";"    3817";"       0"
"2164";"A043595";"2018KW04";"    2442";"    1535";"     769";"     766";"   45488";"   24578";"   20910";"   42195";"       0"
"2165";"A043595";"2018JJ00";"   10434";"    6017";"    3020";"    2997";"  275113";"  133472";"  141641";"  263569";"     188"
"2166";"A043595";"2019MM01";"     631";"     413";"     202";"     211";"    6140";"    3411";"    2729";"    3588";"       0"
"2167";"A043595";"2019MM02";"     759";"     456";"     227";"     229";"    6817";"    3319";"    3498";"    4146";"       0"
"2168";"A043595";"2019MM03";"    1008";"     454";"     226";"     228";"    6914";"    3556";"    3358";"    4916";"       0"
"2169";"A043595";"2019KW01";"    2398";"    1323";"     655";"     668";"   19871";"   10286";"    9585";"   12650";"       0"
"2170";"A043595";"2019MM04";"    1005";"     622";"     311";"     311";"   32795";"   13965";"   18830";"   31465";"       0"
"2171";"A043595";"2019MM05";"    1140";"     723";"     362";"     361";"   49734";"   24125";"   25609";"   48641";"       0"
"2172";"A043595";"2019MM06";"    1094";"     678";"     336";"     342";"   50048";"   24632";"   25416";"   48328";"       0"
"2173";"A043595";"2019KW02";"    3239";"    2023";"    1009";"    1014";"  132577";"   62722";"   69855";"  128434";"       0"
"2174";"A043595";"2019MM07";"    1209";"     808";"     403";"     405";"   69715";"   31761";"   37954";"   65026";"       0"
"2175";"A043595";"2019MM08";"    1017";"     713";"     355";"     358";"   76289";"   39711";"   36578";"   70281";"       0"
"2176";"A043595";"2019MM09";"    1009";"     641";"     324";"     317";"   59255";"   30421";"   28834";"   56272";"       0"
"2177";"A043595";"2019KW03";"    3235";"    2162";"    1082";"    1080";"  205259";"  101893";"  103366";"  191579";"       0"
"2178";"A043595";"2019MM10";"     931";"     616";"     313";"     303";"   46190";"   25714";"   20476";"   42918";"       0"
"2179";"A043595";"2019MM11";"     861";"     564";"     279";"     285";"   16446";"    8551";"    7895";"   12120";"       0"
"2180";"A043595";"2019MM12";"     740";"     511";"     263";"     248";"   15634";"    8390";"    7244";"   10145";"       0"
"2181";"A043595";"2019KW04";"    2532";"    1691";"     855";"     836";"   78270";"   42655";"   35615";"   65183";"       0"
"2182";"A043595";"2019JJ00";"   11404";"    7199";"    3601";"    3598";"  435977";"  217556";"  218421";"  397846";"       0"
"2183";"A043595";"2020MM01";"     671";"     474";"     238";"     236";"   15115";"    8177";"    6938";"    9549";"       0"
"2184";"A043595";"2020MM02";"     696";"     476";"     237";"     239";"   14354";"    7233";"    7121";"    8083";"       0"
"2185";"A043595";"2020MM03";"     787";"     485";"     236";"     249";"    7242";"    4398";"    2844";"    4364";"       0"
"2186";"A043595";"2020KW01";"    2154";"    1435";"     711";"     724";"   36711";"   19808";"   16903";"   21996";"       0"
"2187";"A043595";"2020MM04";"     414";"     329";"     162";"     167";"       5";"       0";"       5";"       3";"       0"
"2188";"A043595";"2020MM05";"     627";"     452";"     226";"     226";"       4";"       2";"       2";"       4";"       0"
"2189";"A043595";"2020MM06";"     751";"     489";"     246";"     243";"     389";"     188";"     201";"     384";"       0"
"2190";"A043595";"2020KW02";"    1792";"    1270";"     634";"     636";"     398";"     190";"     208";"     391";"       0"
"2191";"A043595";"2020MM07";"     961";"     621";"     311";"     310";"   12952";"    5620";"    7332";"   12952";"       0"
"2192";"A043595";"2020MM08";"     938";"     615";"     310";"     305";"   16818";"    9354";"    7464";"   16814";"       0"
"2193";"A043595";"2020MM09";"     849";"     516";"     257";"     259";"    5511";"    3189";"    2322";"    5510";"       0"
"2194";"A043595";"2020KW03";"    2748";"    1752";"     878";"     874";"   35281";"   18163";"   17118";"   35276";"       0"
"2195";"A043595";"2020MM10";"     815";"     587";"     292";"     295";"    4710";"    2583";"    2127";"    4710";"       0"
"2196";"A043595";"2020MM11";"     780";"     548";"     277";"     271";"    2139";"    1270";"     869";"    2137";"       0"
"2197";"A043595";"2020MM12";"     673";"     535";"     274";"     261";"    1841";"     765";"    1076";"    1840";"       0"
"2198";"A043595";"2020KW04";"    2268";"    1670";"     843";"     827";"    8690";"    4618";"    4072";"    8687";"       0"
"2199";"A043595";"2020JJ00";"    8962";"    6127";"    3066";"    3061";"   81080";"   42779";"   38301";"   66350";"       0"
"2200";"A043595";"2021MM01";"     552";"     468";"     234";"     234";"    1049";"     625";"     424";"    1049";"       0"
"2201";"A043595";"2021MM02";"     649";"     537";"     267";"     270";"     448";"     346";"     102";"     447";"       0"
"2202";"A043595";"2021MM03";"     769";"     560";"     281";"     279";"     373";"     197";"     176";"     373";"       0"
"2203";"A043595";"2021KW01";"    1970";"    1565";"     782";"     783";"    1870";"    1168";"     702";"    1869";"       0"
"2204";"A043595";"2021MM04";"     831";"     563";"     278";"     285";"    1474";"     571";"     903";"    1473";"       0"
"2205";"A043595";"2021MM05";"     866";"     555";"     272";"     283";"    2223";"     993";"    1230";"    2221";"       0"
"2206";"A043595";"2021MM06";"     746";"     460";"     226";"     234";"    4454";"    1425";"    3029";"    4454";"       0"
"2207";"A043595";"2021KW02";"    2443";"    1578";"     776";"     802";"    8151";"    2989";"    5162";"    8148";"       0"
"2208";"A043595";"2021MM07";"     960";"     583";"     295";"     288";"   22399";"    9366";"   13033";"   22397";"       0"
"2209";"A043595";"2021MM08";"     923";"     600";"     296";"     304";"   24199";"   13550";"   10649";"   24199";"       0"
"2210";"A043595";"2021MM09";"    1096";"     623";"     312";"     311";"   16364";"    8706";"    7658";"   16363";"       0"
"2211";"A043595";"2021KW03";"    2979";"    1806";"     903";"     903";"   62962";"   31622";"   31340";"   62959";"       0"
"2212";"A043595";"2021MM10";"    1088";"     656";"     333";"     323";"   17826";"    9944";"    7882";"   17817";"       1"
"2213";"A043595";"2021MM11";"     810";"     523";"     258";"     265";"    3744";"    2039";"    1705";"    3744";"       0"
"2214";"A043595";"2021MM12";"     700";"     473";"     237";"     236";"    3093";"    1757";"    1336";"    3090";"       0"
"2215";"A043595";"2021KW04";"    2598";"    1652";"     828";"     824";"   24663";"   13740";"   10923";"   24651";"       1"
"2216";"A043595";"2021JJ00";"    9990";"    6601";"    3289";"    3312";"   97646";"   49519";"   48127";"   97627";"       1"
"2217";"A043595";"2022MM01";"     613";"     431";"     213";"     218";"    5880";"    4341";"    1539";"    5880";"       0"
"2218";"A043595";"2022MM02";"     681";"     398";"     201";"     197";"    3288";"    1633";"    1655";"    3287";"       0"
"2219";"A043595";"2022MM03";"     853";"     434";"     212";"     222";"    3371";"    1566";"    1805";"    3369";"       0"
"2220";"A043595";"2022KW01";"    2147";"    1263";"     626";"     637";"   12539";"    7540";"    4999";"   12536";"       0"
"2221";"A043595";"2022MM04";"     938";"     514";"     255";"     259";"   15386";"    6884";"    8502";"   15204";"       0"
"2222";"A043595";"2022MM05";"    1073";"     542";"     266";"     276";"   22019";"   11067";"   10952";"   22000";"      17"
"2223";"A043595";"2022MM06";"    1258";"     599";"     297";"     302";"   20728";"    9980";"   10748";"   20549";"       0"
"2224";"A043595";"2022KW02";"    3269";"    1655";"     818";"     837";"   58133";"   27931";"   30202";"   57753";"      17"
"2225";"A043595";"2022MM07";"    1305";"     712";"     362";"     350";"   45778";"   19550";"   26228";"   41096";"       0"
"2226";"A043595";"2022MM08";"    1063";"     696";"     346";"     350";"   53999";"   28498";"   25501";"   49526";"       0"
"2227";"A043595";"2022MM09";"     942";"     640";"     317";"     323";"   35942";"   18226";"   17716";"   35751";"       0"
"2228";"A043595";"2022KW03";"    3310";"    2048";"    1025";"    1023";"  135719";"   66274";"   69445";"  126373";"       0"
"2229";"A043595";"2022MM10";"     869";"     587";"     297";"     290";"   30520";"   16969";"   13551";"   30515";"       0"
"2230";"A043595";"2022MM11";"     738";"     460";"     225";"     235";"   15032";"    8046";"    6986";"   14943";"       0"
"2231";"A043595";"2022MM12";"     576";"     396";"     199";"     197";"   14089";"    6517";"    7572";"   14089";"       0"
"2232";"A043595";"2022KW04";"    2183";"    1443";"     721";"     722";"   59641";"   31532";"   28109";"   59547";"       0"
"2233";"A043595";"2022JJ00";"   10909";"    6409";"    3190";"    3219";"  266032";"  133277";"  132755";"  256209";"      17"
"2234";"A043595";"2023MM01";"     548";"     376";"     185";"     191";"   13518";"    7286";"    6232";"   13516";"       2"
"2235";"A043595";"2023MM02";"     581";"     331";"     166";"     165";"   13883";"    7333";"    6550";"   13662";"       0"
"2236";"A043595";"2023MM03";"     815";"     423";"     207";"     216";"   15890";"    7945";"    7945";"   15888";"       0"
"2237";"A043595";"2023KW01";"    1944";"    1130";"     558";"     572";"   43291";"   22564";"   20727";"   43066";"       2"
"2238";"A043595";"2023MM04";"     631";"     326";"     165";"     161";"   15696";"    7538";"    8158";"   15512";"       0"
"2239";"A043595";"2023MM05";"     131";"      60";"      25";"      35";"    3485";"    1881";"    1604";"    3485";"       0"
"2240";"A043595";"2023MM06";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"2241";"A043595";"2023KW02";"     762";"     386";"     190";"     196";"   19181";"    9419";"    9762";"   18997";"       0"
"2242";"A043595";"2023MM07";"     788";"     525";"     273";"     252";"   38134";"   16133";"   22001";"   36943";"       0"
"2243";"A043595";"2023MM08";"     755";"     479";"     236";"     243";"   43360";"   22759";"   20601";"   42137";"       0"
"2244";"A043595";"2023MM09";"     750";"     461";"     235";"     226";"   30777";"   15607";"   15170";"   30767";"       0"
"2245";"A043595";"2023KW03";"    2293";"    1465";"     744";"     721";"  112271";"   54499";"   57772";"  109847";"       0"
"2246";"A043595";"2023MM10";"     618";"     359";"     176";"     183";"   26376";"   14783";"   11593";"   26376";"       0"
"2247";"A043595";"2023MM11";"     469";"     278";"     138";"     140";"   10036";"    6101";"    3935";"   10036";"       0"
"2248";"A043595";"2023MM12";"     481";"     317";"     164";"     153";"   11997";"    4742";"    7255";"   10920";"       0"
"2249";"A043595";"2023KW04";"    1568";"     954";"     478";"     476";"   48409";"   25626";"   22783";"   47332";"       0"
"2250";"A043595";"2023JJ00";"    6567";"    3935";"    1970";"    1965";"  223152";"  112108";"  111044";"  219242";"       2"
"2251";"A043595";"2024MM01";"     473";"     286";"     144";"     142";"   11753";"    7001";"    4752";"   11753";"       0"
"2252";"A043595";"2024MM02";"     449";"     256";"     126";"     130";"    9683";"    4749";"    4934";"    9439";"       0"
"2253";"A043595";"2024MM03";"     788";"     335";"     169";"     166";"   12074";"    5744";"    6330";"   11996";"       0"
"2254";"A043595";"2024KW01";"    1710";"     877";"     439";"     438";"   33510";"   17494";"   16016";"   33188";"       0"
"2255";"A043595";"2024MM04";"     649";"     370";"     186";"     184";"   14244";"    6111";"    8133";"   14219";"      24"
"2256";"A043595";"2024MM05";"     720";"     383";"     190";"     193";"   25104";"   12338";"   12766";"   24954";"       0"
"2257";"A043595";"2024MM06";"     828";"     449";"     225";"     224";"   27255";"   13355";"   13900";"   27251";"       0"
"2258";"A043595";"2024KW02";"    2197";"    1202";"     601";"     601";"   66603";"   31804";"   34799";"   66424";"      24"
"2259";"A043595";"2024MM07";"     837";"     461";"     234";"     227";"   31335";"   13789";"   17546";"   30642";"       0"
"2260";"A043595";"2024MM08";"     718";"     417";"     202";"     215";"   34009";"   18011";"   15998";"   33326";"       0"
"2261";"A043595";"2024MM09";"     615";"     357";"     176";"     181";"   26795";"   13620";"   13175";"   26792";"       0"
"2262";"A043595";"2024KW03";"    2170";"    1235";"     612";"     623";"   92139";"   45420";"   46719";"   90760";"       0"
"2263";"A043595";"2024MM10";"     534";"     327";"     165";"     162";"   22085";"   11780";"   10305";"   22082";"       0"
"2264";"A043595";"2024MM11";"     459";"     249";"     125";"     124";"    4550";"    2533";"    2017";"    4541";"       0"
"2265";"A043595";"2024MM12";"     415";"     262";"     129";"     133";"    4620";"    2263";"    2357";"    4616";"       0"
"2266";"A043595";"2024KW04";"    1408";"     838";"     419";"     419";"   31255";"   16576";"   14679";"   31239";"       0"
"2267";"A043595";"2024JJ00";"    7485";"    4152";"    2071";"    2081";"  223507";"  111294";"  112213";"  221611";"      24"
"2268";"A043595";"2025MM01";"     370";"     232";"     120";"     112";"    5222";"    3026";"    2196";"    5222";"       0"
"2269";"A043595";"2025MM02";"     395";"     243";"     123";"     120";"    5935";"    2987";"    2948";"    5935";"       0"
"2270";"A043595";"2025MM03";"     763";"     364";"     182";"     182";"    6517";"    3323";"    3194";"    6513";"       0"
"2271";"A043595";"2025KW01";"    1528";"     839";"     425";"     414";"   17674";"    9336";"    8338";"   17670";"       0"
"2272";"A043595";"2025MM04";"     621";"     366";"     183";"     183";"   17500";"    8159";"    9341";"   17500";"       0"
"2273";"A043595";"2025MM05";"     652";"     402";"     196";"     206";"   19740";"    9634";"   10106";"   19718";"       0"
"2274";"A043595";"2025MM06";"     713";"     446";"     217";"     229";"   22755";"   11346";"   11409";"   22670";"       2"
"2275";"A043595";"2025KW02";"    1986";"    1214";"     596";"     618";"   59995";"   29139";"   30856";"   59888";"       2"
"2276";"A043595";"2025MM07";"     704";"     405";"     205";"     200";"   19152";"    8507";"   10645";"   19149";"       0"
"2277";"A043595";"2025MM08";"     602";"     360";"     179";"     181";"   20506";"   10877";"    9629";"   20506";"       0"
"2278";"A043595";"2025MM09";"     528";"     310";"     157";"     153";"   13552";"    6984";"    6568";"   13550";"       0"
"2279";"A043595";"2025KW03";"    1834";"    1075";"     541";"     534";"   53210";"   26368";"   26842";"   53205";"       0"
"2280";"A043593";"1997JJ00";"   18509";"    4982";"    2490";"    2492";"   83151";"   40794";"   42357";"       0";"       0"
"2281";"A043593";"1998JJ00";"   18374";"    5330";"    2670";"    2660";"  114160";"   56822";"   57338";"       0";"       0"
"2282";"A043593";"1999MM01";"    1016";"     235";"     117";"     118";"    3196";"    1408";"    1788";"       0";"       0"
"2283";"A043593";"1999MM02";"     874";"     215";"     107";"     108";"    2760";"    1315";"    1445";"       0";"       0"
"2284";"A043593";"1999MM03";"    1384";"     262";"     129";"     133";"    3872";"    1903";"    1969";"       0";"       0"
"2285";"A043593";"1999KW01";"    3274";"     712";"     353";"     359";"    9828";"    4626";"    5202";"       0";"       0"
"2286";"A043593";"1999MM04";"    1332";"     120";"      60";"      60";"    4527";"    1707";"    2820";"       0";"       0"
"2287";"A043593";"1999MM05";"    1572";"     168";"      87";"      81";"   11606";"    5733";"    5873";"       0";"       0"
"2288";"A043593";"1999MM06";"    1709";"     202";"     103";"      99";"   12635";"    6366";"    6269";"       0";"       0"
"2289";"A043593";"1999KW02";"    4613";"     490";"     250";"     240";"   28768";"   13806";"   14962";"       0";"       0"
"2290";"A043593";"1999MM07";"    1652";"     162";"      81";"      81";"   11160";"    5416";"    5744";"       0";"       0"
"2291";"A043593";"1999MM08";"    1227";"     156";"      79";"      77";"   12766";"    6699";"    6067";"       0";"       0"
"2292";"A043593";"1999MM09";"    1382";"     183";"      90";"      93";"   13182";"    6618";"    6564";"       0";"       0"
"2293";"A043593";"1999KW03";"    4261";"     501";"     250";"     251";"   37108";"   18733";"   18375";"       0";"       0"
"2294";"A043593";"1999MM10";"    1281";"     155";"      77";"      78";"    9985";"    6032";"    3953";"       0";"       0"
"2295";"A043593";"1999MM11";"     974";"     132";"      68";"      64";"    2539";"    1248";"    1291";"       0";"       0"
"2296";"A043593";"1999MM12";"     710";"      84";"      42";"      42";"    1940";"     970";"     970";"       0";"       0"
"2297";"A043593";"1999KW04";"    2965";"     371";"     187";"     184";"   14464";"    8250";"    6214";"       0";"       0"
"2298";"A043593";"1999JJ00";"   15113";"    2074";"    1040";"    1034";"   90168";"   45415";"   44753";"       0";"       0"
"2299";"A043593";"2000MM01";"     717";"      86";"      42";"      44";"    2327";"    1072";"    1255";"    2327";"       0"
"2300";"A043593";"2000MM02";"     862";"      92";"      47";"      45";"    2118";"    1304";"     814";"    2118";"       0"
"2301";"A043593";"2000MM03";"     954";"     105";"      53";"      52";"    3432";"    1787";"    1645";"    3432";"       0"
"2302";"A043593";"2000KW01";"    2533";"     283";"     142";"     141";"    7877";"    4163";"    3714";"    7877";"       0"
"2303";"A043593";"2000MM04";"    1210";"     121";"      58";"      63";"    2796";"    1127";"    1669";"    2796";"       0"
"2304";"A043593";"2000MM05";"    1380";"     184";"      92";"      92";"    6155";"    2961";"    3194";"    6155";"       0"
"2305";"A043593";"2000MM06";"    1179";"     160";"      80";"      80";"    5243";"    2637";"    2606";"    5243";"       0"
"2306";"A043593";"2000KW02";"    3769";"     465";"     230";"     235";"   14194";"    6725";"    7469";"   14194";"       0"
"2307";"A043593";"2000MM07";"    1014";"     130";"      65";"      65";"    9917";"    4376";"    5541";"    9917";"       0"
"2308";"A043593";"2000MM08";"    1199";"     148";"      74";"      74";"   16084";"    8467";"    7617";"   16084";"       0"
"2309";"A043593";"2000MM09";"    1002";"     164";"      82";"      82";"   15039";"    7257";"    7782";"   15039";"       0"
"2310";"A043593";"2000KW03";"    3215";"     442";"     221";"     221";"   41040";"   20100";"   20940";"   41040";"       0"
"2311";"A043593";"2000MM10";"     903";"     144";"      72";"      72";"   10694";"    6588";"    4106";"   10694";"       0"
"2312";"A043593";"2000MM11";"     871";"      88";"      48";"      40";"    2546";"    1211";"    1335";"    2546";"       0"
"2313";"A043593";"2000MM12";"     683";"      53";"      30";"      23";"    1915";"     992";"     923";"    1915";"       0"
"2314";"A043593";"2000KW04";"    2457";"     285";"     150";"     135";"   15155";"    8791";"    6364";"   15155";"       0"
"2315";"A043593";"2000JJ00";"   11974";"    1475";"     743";"     732";"   78266";"   39779";"   38487";"   78266";"       0"
"2316";"A043593";"2001MM01";"     562";"      48";"      26";"      22";"    2430";"    1161";"    1269";"    2430";"       0"
"2317";"A043593";"2001MM02";"     663";"      53";"      28";"      25";"    2107";"    1097";"    1010";"    2107";"       0"
"2318";"A043593";"2001MM03";"     747";"      59";"      28";"      31";"    3232";"    1566";"    1666";"    3232";"       0"
"2319";"A043593";"2001KW01";"    1972";"     160";"      82";"      78";"    7769";"    3824";"    3945";"    7769";"       0"
"2320";"A043593";"2001MM04";"    1210";"     121";"      58";"      63";"    4514";"    1581";"    2933";"    4514";"       0"
"2321";"A043593";"2001MM05";"    1294";"     142";"      72";"      70";"   14319";"    6899";"    7420";"   14319";"       0"
"2322";"A043593";"2001MM06";"    1362";"     135";"      66";"      69";"    8674";"    2410";"    6264";"    8674";"       0"
"2323";"A043593";"2001KW02";"    3866";"     398";"     196";"     202";"   27507";"   10890";"   16617";"   27507";"       0"
"2324";"A043593";"2001MM07";"    1299";"     161";"      80";"      81";"   14641";"    6934";"    7707";"   14640";"       1"
"2325";"A043593";"2001MM08";"    1256";"     146";"      70";"      76";"   13376";"    7264";"    6112";"   13376";"       0"
"2326";"A043593";"2001MM09";"    1010";"     302";"     151";"     151";"   13178";"    6248";"    6930";"   12995";"       0"
"2327";"A043593";"2001KW03";"    3565";"     609";"     301";"     308";"   41195";"   20446";"   20749";"   41011";"       1"
"2328";"A043593";"2001MM10";"    1196";"     311";"     155";"     156";"   12815";"    7603";"    5212";"   12815";"       0"
"2329";"A043593";"2001MM11";"     950";"     200";"      98";"     102";"    2460";"    1097";"    1363";"    2460";"       0"
"2330";"A043593";"2001MM12";"     677";"     150";"      76";"      74";"    2474";"    1255";"    1219";"    2474";"       0"
"2331";"A043593";"2001KW04";"    2823";"     661";"     329";"     332";"   17749";"    9955";"    7794";"   17749";"       0"
"2332";"A043593";"2001JJ00";"   12226";"    1828";"     908";"     920";"   94220";"   45115";"   49105";"   94036";"       1"
"2333";"A043593";"2002MM01";"     847";"     188";"      92";"      96";"    2764";"    1308";"    1456";"    2764";"       0"
"2334";"A043593";"2002MM02";"     855";"     172";"      86";"      86";"    2587";"    1258";"    1329";"    2587";"       0"
"2335";"A043593";"2002MM03";"    1296";"     211";"     106";"     105";"    3737";"    1820";"    1917";"    3737";"       0"
"2336";"A043593";"2002KW01";"    2998";"     571";"     284";"     287";"    9088";"    4386";"    4702";"    9088";"       0"
"2337";"A043593";"2002MM04";"    1250";"     239";"     120";"     119";"    7810";"    2965";"    4845";"    7810";"       0"
"2338";"A043593";"2002MM05";"    1442";"     339";"     172";"     167";"   17283";"    8612";"    8671";"   17283";"       0"
"2339";"A043593";"2002MM06";"    1502";"     324";"     162";"     162";"   12879";"    6311";"    6568";"   12879";"       0"
"2340";"A043593";"2002KW02";"    4194";"     902";"     454";"     448";"   37972";"   17888";"   20084";"   37972";"       0"
"2341";"A043593";"2002MM07";"    1343";"     200";"      98";"     102";"   17831";"    8856";"    8975";"   17831";"       0"
"2342";"A043593";"2002MM08";"    1319";"     137";"      69";"      68";"   10929";"    5790";"    5139";"   10929";"       0"
"2343";"A043593";"2002MM09";"    1635";"     166";"      84";"      82";"   14700";"    6969";"    7731";"   14700";"       0"
"2344";"A043593";"2002KW03";"    4297";"     503";"     251";"     252";"   43460";"   21615";"   21845";"   43460";"       0"
"2345";"A043593";"2002MM10";"     967";"     154";"      77";"      77";"   11139";"    6749";"    4390";"   11139";"       0"
"2346";"A043593";"2002MM11";"     749";"      59";"      29";"      30";"    2886";"    1258";"    1628";"    2886";"       0"
"2347";"A043593";"2002MM12";"     478";"      61";"      31";"      30";"    2921";"    1449";"    1472";"    2921";"       0"
"2348";"A043593";"2002KW04";"    2194";"     274";"     137";"     137";"   16946";"    9456";"    7490";"   16946";"       0"
"2349";"A043593";"2002JJ00";"   13683";"    2250";"    1126";"    1124";"  107466";"   53345";"   54121";"  107466";"       0"
"2350";"A043593";"2003MM01";"     589";"      51";"      25";"      26";"    3362";"    1620";"    1742";"    3362";"       0"
"2351";"A043593";"2003MM02";"     651";"      42";"      21";"      21";"    3075";"    1615";"    1460";"    3075";"       0"
"2352";"A043593";"2003MM03";"     948";"      49";"      24";"      25";"    3565";"    1829";"    1736";"    3565";"       0"
"2353";"A043593";"2003KW01";"    2188";"     142";"      70";"      72";"   10002";"    5064";"    4938";"   10002";"       0"
"2354";"A043593";"2003MM04";"     946";"      98";"      49";"      49";"    7439";"    2773";"    4666";"    7439";"       0"
"2355";"A043593";"2003MM05";"    1256";"     225";"     114";"     111";"   17049";"    8375";"    8674";"   17049";"       0"
"2356";"A043593";"2003MM06";"    1304";"     182";"      92";"      90";"   15252";"    7409";"    7843";"   15252";"       0"
"2357";"A043593";"2003KW02";"    3506";"     505";"     255";"     250";"   39740";"   18557";"   21183";"   39740";"       0"
"2358";"A043593";"2003MM07";"    1154";"     228";"     114";"     114";"   22852";"   11545";"   11307";"   22852";"       0"
"2359";"A043593";"2003MM08";"    1152";"     210";"     105";"     105";"   15587";"    8253";"    7334";"   15587";"       0"
"2360";"A043593";"2003MM09";"    1144";"     206";"     103";"     103";"   17514";"    8367";"    9147";"   17514";"       0"
"2361";"A043593";"2003KW03";"    3450";"     644";"     322";"     322";"   55953";"   28165";"   27788";"   55953";"       0"
"2362";"A043593";"2003MM10";"     960";"     199";"      99";"     100";"   16083";"    9080";"    7003";"   16083";"       0"
"2363";"A043593";"2003MM11";"     684";"     125";"      63";"      62";"    7515";"    3330";"    4185";"    7515";"       0"
"2364";"A043593";"2003MM12";"     632";"     111";"      57";"      54";"    8314";"    4190";"    4124";"    8314";"       0"
"2365";"A043593";"2003KW04";"    2276";"     435";"     219";"     216";"   31912";"   16600";"   15312";"   31912";"       0"
"2366";"A043593";"2003JJ00";"   11420";"    1726";"     866";"     860";"  137607";"   68386";"   69221";"  137607";"       0"
"2367";"A043593";"2004MM01";"     640";"     110";"      54";"      56";"    6907";"    3247";"    3660";"    6907";"       0"
"2368";"A043593";"2004MM02";"     786";"     159";"      78";"      81";"    8780";"    4436";"    4344";"    8780";"       0"
"2369";"A043593";"2004MM03";"    1172";"     181";"      90";"      91";"   10276";"    5225";"    5051";"   10276";"       0"
"2370";"A043593";"2004KW01";"    2598";"     450";"     222";"     228";"   25963";"   12908";"   13055";"   25963";"       0"
"2371";"A043593";"2004MM04";"    1451";"     183";"      91";"      92";"   11424";"    4969";"    6455";"   11424";"       0"
"2372";"A043593";"2004MM05";"    1435";"     199";"      99";"     100";"   13993";"    6777";"    7216";"   13993";"       0"
"2373";"A043593";"2004MM06";"    1406";"     196";"      97";"      99";"   12585";"    6672";"    5913";"   12585";"       0"
"2374";"A043593";"2004KW02";"    4292";"     578";"     287";"     291";"   38002";"   18418";"   19584";"   38002";"       0"
"2375";"A043593";"2004MM07";"    1383";"     180";"      91";"      89";"   12049";"    5586";"    6463";"   12049";"       0"
"2376";"A043593";"2004MM08";"    1165";"     164";"      82";"      82";"   12319";"    6560";"    5759";"   12319";"       0"
"2377";"A043593";"2004MM09";"    1377";"     185";"      91";"      94";"   13171";"    6439";"    6732";"   13171";"       0"
"2378";"A043593";"2004KW03";"    3925";"     529";"     264";"     265";"   37539";"   18585";"   18954";"   37539";"       0"
"2379";"A043593";"2004MM10";"    1195";"     171";"      85";"      86";"   10211";"    5940";"    4271";"   10207";"       4"
"2380";"A043593";"2004MM11";"     770";"     111";"      53";"      58";"    4056";"    1843";"    2213";"    4056";"       0"
"2381";"A043593";"2004MM12";"     562";"      86";"      44";"      42";"    3447";"    1867";"    1580";"    3447";"       0"
"2382";"A043593";"2004KW04";"    2527";"     368";"     182";"     186";"   17714";"    9650";"    8064";"   17710";"       4"
"2383";"A043593";"2004JJ00";"   13342";"    1925";"     955";"     970";"  119218";"   59561";"   59657";"  119214";"       4"
"2384";"A043593";"2005MM01";"     698";"      96";"      47";"      49";"    4387";"    2169";"    2218";"    4387";"       0"
"2385";"A043593";"2005MM02";"     776";"     108";"      53";"      55";"    4908";"    2478";"    2430";"    4908";"       0"
"2386";"A043593";"2005MM03";"    1026";"     120";"      61";"      59";"    4737";"    2412";"    2325";"    4737";"       0"
"2387";"A043593";"2005KW01";"    2500";"     324";"     161";"     163";"   14032";"    7059";"    6973";"   14032";"       0"
"2388";"A043593";"2005MM04";"    1309";"     143";"      72";"      71";"    6130";"    2273";"    3857";"    6130";"       0"
"2389";"A043593";"2005MM05";"    1374";"     253";"     128";"     125";"   17474";"    7834";"    9640";"   17474";"       0"
"2390";"A043593";"2005MM06";"    1624";"     322";"     162";"     160";"   19585";"   11306";"    8279";"   19585";"       0"
"2391";"A043593";"2005KW02";"    4307";"     718";"     362";"     356";"   43189";"   21413";"   21776";"   43189";"       0"
