Carrier,Year,Total Departures,Total Passengers,Total Seats,Total Load Factor (%),Total Passengers/Flight,Total Seats/Flight,Total Distance/Flight (sm),Total Distance/Passenger (sm),Total Payload (lbs),Total Freight (lbs),Total Mail (lbs),Domestic Departures,Domestic Passengers,Domestic Seats,Domestic Load Factor (%),Domestic Passengers/Flight,Domestic Seats/Flight,Domestic Distance/Flight (sm),Domestic Distance/Passenger (sm),Domestic Payload (lbs),Domestic Freight (lbs),Domestic Mail (lbs),Outbound International Departures,Outbound International Passengers,Outbound International Seats,Outbound International Load Factor (%),Outbound International Passengers/Flight,Outbound International Seats/Flight,Outbound International Distance/Flight (sm),Outbound International Distance/Passenger (sm),Outbound International Payload (lbs),Outbound International Freight (lbs),Outbound International Mail (lbs),Inbound International Departures,Inbound International Passengers,Inbound International Seats,Inbound International Load Factor (%),Inbound International Passengers/Flight,Inbound International Seats/Flight,Inbound International Distance/Flight (sm),Inbound International Distance/Passenger (sm),Inbound International Payload (lbs),Inbound International Freight (lbs),Inbound International Mail (lbs)
1263343 Alberta Inc. d/b/a Lynx Air,2023,"1,923.00","207,109.00","363,447.00",57,107.7,189,"1,371.80","1,373.23","293,180,580.00",0,0,0,0,0,0,0,0,0,0,0,0,0,961,"104,659.00","181,629.00",57.6,108.91,189,"1,371.25","1,363.83","146,514,060.00",0,0,962,"102,450.00","181,818.00",56.3,106.5,189,"1,372.36","1,382.83","146,666,520.00",0,0
40-Mile Air,2023,"1,068.00","1,066.00","4,256.00",25,1,3.99,118.31,128.14,"1,131,378.00","109,761.00","18,856.00","1,068.00","1,066.00","4,256.00",25,1,3.99,118.31,128.14,"1,131,378.00","109,761.00","18,856.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABS JETS A.S,2023,44,118,634,18.6,2.68,14.41,"2,636.91","2,333.56","266,412.00","25,960.00",0,13,50,181,27.6,3.85,13.92,694.69,774.06,"76,059.00","11,000.00",0,15,37,220,16.8,2.47,14.67,"3,364.07","3,496.76","92,445.00","8,140.00",0,16,31,233,13.3,1.94,14.56,"3,533.25","3,460.55","97,908.00","6,820.00",0
ABSA-Aerolinhas Brasileiras,2023,957,0,0,0,0,0,"2,631.96",0,"113,456,528.00","86,979,757.00",0,2,0,0,0,0,0,127,0,"237,600.00","220,367.00",0,479,0,0,0,0,0,"3,492.28",0,"56,793,000.00","36,778,874.00",0,476,0,0,0,0,0,"1,776.75",0,"56,425,928.00","49,980,516.00",0
ABX Air Inc,2023,"16,253.00",0,0,0,0,0,"1,197.09",0,"1,868,748,500.00","1,006,208,360.00",0,"14,306.00",0,0,0,0,0,"1,086.30",0,"1,625,513,000.00","857,465,574.00",0,973,0,0,0,0,0,"1,998.19",0,"121,555,000.00","70,891,592.00",0,974,0,0,0,0,0,"2,024.17",0,"121,680,500.00","77,851,194.00",0
ACM AIR CHARTER GmbH,2023,93,174,"1,302.00",13.4,1.87,14,"2,300.66","2,803.71","327,360.00",0,0,49,63,686,9.2,1.29,14,322.82,399.86,"172,480.00",0,0,22,56,308,18.2,2.55,14,"4,564.36","4,409.04","77,440.00",0,0,22,55,308,17.9,2.5,14,"4,442.14","3,922.71","77,440.00",0,0
"ADVANCED AIR, LLC",2023,"7,884.00","43,338.00","84,554.00",51.3,5.5,10.72,274.5,291.51,"16,911,000.00",0,0,"7,870.00","43,272.00","84,401.00",51.3,5.5,10.72,273.27,290.42,"16,880,400.00",0,0,6,22,56,39.3,3.67,9.33,857.5,856.68,"11,200.00",0,0,8,44,97,45.4,5.5,12.13,"1,051.00","1,081.34","19,400.00",0,0
AVCON JET MALTA LTD,2023,12,36,168,21.4,3,14,"4,414.50","3,737.69","31,200.00",0,0,2,14,28,50,7,14,"1,625.00","1,625.00","5,200.00",0,0,6,18,84,21.4,3,14,"5,218.50","5,188.56","15,600.00",0,0,4,4,56,7.1,1,14,"4,603.25","4,603.25","10,400.00",0,0
AXIS Aviation Switzerland AG,2023,10,46,140,32.9,4.6,14,"3,424.00","3,266.74","26,600.00",0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,70,30,4.2,14,"3,958.20","4,603.62","13,201.00",0,0,5,25,70,35.7,5,14,"2,889.80","2,143.76","13,399.00",0,0
Acropolis Aviation Ltd.,2023,49,288,931,30.9,5.88,19,"3,938.88","4,005.27","1,293,600.00",0,0,0,0,0,0,0,0,0,0,0,0,0,25,145,475,30.5,5.8,19,"3,986.16","4,004.42","660,000.00",0,0,24,143,456,31.4,5.96,19,"3,889.63","4,006.13","633,600.00",0,0
Aer Lingus Plc,2023,"12,415.00","2,584,143.00","3,244,764.00",79.6,208.15,261.36,"3,594.21","3,636.96","753,424,244.00","52,415,595.00",0,0,0,0,0,0,0,0,0,0,0,0,"6,233.00","1,275,559.00","1,630,625.00",78.2,204.65,261.61,"3,591.11","3,630.57","373,483,913.00","21,306,432.00",0,"6,182.00","1,308,584.00","1,614,139.00",81.1,211.68,261.1,"3,597.34","3,643.20","379,940,331.00","31,109,163.00",0
AeroLogic GmbH,2023,"3,613.00",0,0,0,0,0,"4,715.39",0,"838,569,342.00","512,073,080.00",0,173,0,0,0,0,0,890.13,0,"40,152,918.00","20,642,798.00",0,"1,721.00",0,0,0,0,0,"4,671.46",0,"399,440,312.00","205,375,907.00",0,"1,719.00",0,0,0,0,0,"5,144.34",0,"398,976,112.00","286,054,375.00",0
"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",2023,"12,995.00","1,851,696.00","2,480,202.00",74.7,142.49,190.86,"1,069.39","1,128.37","506,419,609.00","1,840,727.00",0,4,182,728,25,45.5,182,188.75,224,"146,523.00",0,0,"6,493.00","941,538.00","1,239,317.00",76,145.01,190.87,"1,069.81","1,128.99","253,035,109.00","348,417.00",0,"6,498.00","909,976.00","1,240,157.00",73.4,140.04,190.85,"1,069.51","1,127.92","253,237,977.00","1,492,310.00",0
Aerogal,2023,262,"31,549.00","40,171.00",78.5,120.42,153.32,"2,774.26","2,763.25","9,820,935.00","469,310.00",0,0,0,0,0,0,0,0,0,0,0,0,131,"17,239.00","20,051.00",86,131.6,153.06,"2,774.26","2,763.96","4,969,709.00","5,456.00",0,131,"14,310.00","20,120.00",71.1,109.24,153.59,"2,774.26","2,762.39","4,851,226.00","463,854.00",0
Aerolineas Argentinas,2023,"1,354.00","282,152.00","358,708.00",78.7,208.38,264.92,"4,609.15","4,602.02","76,130,380.00","22,302.00",0,0,0,0,0,0,0,0,0,0,0,0,677,"141,526.00","179,892.00",78.7,209.05,265.72,"4,609.15","4,596.95","37,980,827.00","6,889.00",0,677,"140,626.00","178,816.00",78.6,207.72,264.13,"4,609.15","4,607.13","38,149,553.00","15,413.00",0
Aerolitoral,2023,"5,286.00","426,145.00","523,314.00",81.4,80.62,99,971.82,968.09,"121,797,284.00","19,382.00",0,12,981,"1,188.00",82.6,81.75,99,182,182.64,"260,556.00",102,0,"2,633.00","209,237.00","260,667.00",80.3,79.47,99,973.84,966.95,"61,630,222.00","3,705.00",0,"2,641.00","215,927.00","261,459.00",82.6,81.76,99,973.39,972.76,"59,906,506.00","15,575.00",0
Aeromexico,2023,"20,463.00","2,938,042.00","3,475,571.00",84.5,143.58,169.85,"1,544.47","1,565.41","879,195,146.00","39,220,124.00",0,16,"1,973.00","2,578.00",76.5,123.31,161.13,223.5,248.07,"619,973.00","3,872.00",0,"10,218.00","1,459,859.00","1,735,453.00",84.1,142.87,169.84,"1,545.25","1,565.19","447,314,177.00","13,902,041.00",0,"10,229.00","1,476,210.00","1,737,540.00",85,144.32,169.86,"1,545.77","1,567.39","431,260,996.00","25,314,211.00",0
Aerotransportes Mas De Crga,2023,"1,780.00",0,0,0,0,0,"2,438.00",0,"225,098,223.00","166,733,292.00",0,0,0,0,0,0,0,0,0,0,0,0,881,0,0,0,0,0,"2,465.88",0,"107,639,478.00","79,166,894.00",0,899,0,0,0,0,0,"2,410.67",0,"117,458,745.00","87,566,398.00",0
Aerounion Aerotransporte de Carga Union SA de CV,2023,884,0,0,0,0,0,"1,405.12",0,"85,571,200.00","54,729,424.00",0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,"1,432.76",0,"42,882,400.00","22,805,296.00",0,441,0,0,0,0,0,"1,377.35",0,"42,688,800.00","31,924,128.00",0
Aerovias Nacl De Colombia,2023,"13,504.00","1,991,923.00","2,445,232.00",81.5,147.51,181.07,"1,898.73","1,923.03","607,935,200.00","31,719,397.00",0,0,0,0,0,0,0,0,0,0,0,0,"6,747.00","981,033.00","1,220,864.00",80.4,145.4,180.95,"1,898.72","1,926.58","304,659,208.00","6,814,609.00",0,"6,757.00","1,010,890.00","1,224,368.00",82.6,149.61,181.2,"1,898.74","1,919.57","303,275,992.00","24,904,788.00",0
Aerovias de Intergracian Regional,2023,"1,543.00","230,889.00","267,960.00",86.2,149.64,173.66,"1,542.00","1,542.59","58,747,557.00","393,429.00",0,0,0,0,0,0,0,0,0,0,0,0,787,"117,053.00","136,590.00",85.7,148.73,173.56,"1,541.29","1,540.01","29,997,855.00",272,0,756,"113,836.00","131,370.00",86.7,150.58,173.77,"1,542.74","1,545.24","28,749,702.00","393,157.00",0
Air Alsie A/S,2023,272,655,"3,025.00",21.7,2.41,11.12,"3,034.88","3,412.27","908,642.00",0,0,76,90,527,17.1,1.18,6.93,803.8,"1,085.13","153,660.00",0,0,94,279,"1,197.00",23.3,2.97,12.73,"3,988.72","3,885.17","362,156.00",0,0,102,286,"1,301.00",22,2.8,12.75,"3,818.23","3,683.27","392,826.00",0,0
Air Atlanta Icelandic,2023,987,0,0,0,0,0,"4,185.55",0,"257,118,419.00","146,559,798.00",0,32,0,0,0,0,0,258.59,0,"8,411,848.00","392,480.00",0,479,0,0,0,0,0,"4,300.52",0,"124,212,563.00","52,909,054.00",0,476,0,0,0,0,0,"4,333.86",0,"124,494,008.00","93,258,264.00",0
Air Canada,2023,"49,134.00","6,605,176.00","7,946,112.00",83.1,134.43,161.72,"1,507.89","1,562.86","2,211,056,072.00","73,396,453.00",0,404,"20,852.00","28,584.00",72.9,51.61,70.75,688.26,670.96,"17,893,619.00","1,771,531.00",0,"24,334.00","3,328,661.00","3,953,480.00",84.2,136.79,162.47,"1,523.16","1,563.39","1,091,045,928.00","38,344,644.00",0,"24,396.00","3,255,663.00","3,964,048.00",82.1,133.45,162.49,"1,506.22","1,568.03","1,102,116,525.00","33,280,278.00",0
Air Canada rouge LP,2023,"14,324.00","2,156,633.00","2,498,810.00",86.3,150.56,174.45,"1,393.39","1,401.41","569,491,663.00","177,588.00",0,22,"3,358.00","3,728.00",90.1,152.64,169.45,273.82,287.03,"874,398.00",0,0,"7,130.00","1,072,573.00","1,241,812.00",86.4,150.43,174.17,"1,395.56","1,403.49","279,304,121.00","118,145.00",0,"7,172.00","1,080,702.00","1,253,270.00",86.2,150.68,174.74,"1,394.68","1,402.81","289,313,144.00","59,443.00",0
"Air Charter, Inc d/b/a Air Flamenco",2023,"7,090.00","16,569.00","28,015.00",59.1,2.34,3.95,51.35,37.92,"12,073,118.00","2,737,202.00","1,483,780.00","6,180.00","16,474.00","27,900.00",59,2.67,4.51,41.17,37.57,"10,559,415.00","1,592,898.00","1,482,735.00",810,46,53,86.8,0.06,0.07,115.78,97.74,"1,480,323.00","1,123,324.00","1,045.00",100,49,62,79,0.49,0.62,159.1,98,"33,380.00","20,980.00",0
Air China,2023,"1,383.00","119,987.00","138,991.00",86.3,86.76,100.5,"5,083.09","6,587.33","262,555,061.00","191,102,260.00",0,346,0,0,0,0,0,"3,125.36",0,"87,191,654.00","68,638,788.00",0,365,"58,914.00","70,702.00",83.3,161.41,193.7,"6,527.32","6,558.73","42,303,446.00","24,527,757.00",0,672,"61,073.00","68,289.00",89.4,90.88,101.62,"5,306.64","6,614.92","133,059,961.00","97,935,715.00",0
Air Europa,2023,"1,108.00","310,682.00","357,104.00",87,280.4,322.3,"4,123.73","4,134.07","164,396,945.00","6,529,065.00",0,3,290,333,87.1,96.67,111,91.67,62,"470,541.00","8,109.00",0,552,"152,352.00","178,074.00",85.6,276,322.6,"4,138.79","4,135.60","81,909,590.00","871,023.00",0,553,"158,040.00","178,697.00",88.4,285.79,323.14,"4,130.56","4,140.06","82,016,814.00","5,649,933.00",0
Air Excursions LLC,2023,"2,037.00","8,173.00","19,211.00",42.5,4.01,9.43,40.96,41,"5,337,521.00","266,718.00","224,770.00","2,037.00","8,173.00","19,211.00",42.5,4.01,9.43,40.96,41,"5,337,521.00","266,718.00","224,770.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Hamburg Luftverkehrsgesellschaft mbH,2023,526,"1,157.00","4,084.00",28.3,2.2,7.76,"2,949.84","3,450.84","2,677,076.00","118,207.00",0,87,91,285,31.9,1.05,3.28,"1,027.74","1,421.86","138,783.00",0,0,171,625,"2,292.00",27.3,3.65,13.4,"3,678.94","3,586.94","1,025,458.00",0,0,268,441,"1,507.00",29.3,1.65,5.62,"3,108.60","3,676.64","1,512,835.00","118,207.00",0
Air New Zealand,2023,"3,013.00","723,414.00","958,095.00",75.5,240.1,317.99,"6,866.70","6,804.57","857,711,483.00","177,903,309.00",0,0,0,0,0,0,0,0,0,0,0,0,"1,506.00","347,358.00","479,215.00",72.5,230.65,318.2,"6,874.91","6,761.34","419,357,493.00","85,674,108.00",0,"1,507.00","376,056.00","478,880.00",78.5,249.54,317.77,"6,858.50","6,844.51","438,353,990.00","92,229,201.00",0
Air Pacific Ltd.,2023,"1,415.00","315,770.00","403,048.00",78.3,223.16,284.84,"4,846.33","5,257.04","139,375,953.00","23,583,404.00",0,0,0,0,0,0,0,0,0,0,0,0,707,"155,379.00","201,169.00",77.2,219.77,284.54,"4,845.83","5,262.29","69,492,781.00","12,223,131.00",0,708,"160,391.00","201,879.00",79.4,226.54,285.14,"4,846.84","5,251.96","69,883,172.00","11,360,273.00",0
Air Senegal S.A,2023,236,"38,334.00","61,270.00",62.6,162.43,259.62,"3,842.68","3,834.17","14,150,609.00",0,0,0,0,0,0,0,0,0,0,0,0,0,118,"16,903.00","30,030.00",56.3,143.25,254.49,"3,842.68","3,832.18","6,992,505.00",0,0,118,"21,431.00","31,240.00",68.6,181.62,264.75,"3,842.68","3,835.74","7,158,104.00",0,0
Air Serbia,2023,438,"87,723.00","103,280.00",84.9,200.28,235.8,"4,511.00","4,511.00","22,507,075.00","4,944,931.00",0,0,0,0,0,0,0,0,0,0,0,0,219,"41,812.00","52,160.00",80.2,190.92,238.17,"4,511.00","4,511.00","9,941,817.00","1,571,055.00",0,219,"45,911.00","51,120.00",89.8,209.64,233.42,"4,511.00","4,511.00","12,565,258.00","3,373,876.00",0
Air Tahiti Nui,2023,"1,457.00","354,327.00","431,272.00",82.2,243.19,296,"4,652.79","4,694.82","115,394,400.00","14,511,911.00",0,0,0,0,0,0,0,0,0,0,0,0,727,"172,703.00","215,192.00",80.3,237.56,296,"4,653.94","4,693.94","57,578,400.00","7,348,455.00",0,730,"181,624.00","216,080.00",84.1,248.8,296,"4,651.64","4,695.66","57,816,000.00","7,163,456.00",0
Air Transat,2023,"2,831.00","455,665.00","565,303.00",80.6,160.96,199.68,"1,438.06","1,427.18","149,080,800.00",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,415.00","230,143.00","282,402.00",81.5,162.65,199.58,"1,433.52","1,426.43","74,514,000.00",0,0,"1,416.00","225,522.00","282,901.00",79.7,159.27,199.79,"1,442.59","1,427.95","74,566,800.00",0,0
Air Transport International,2023,"32,825.00",16,7,228.6,0,0,"1,194.95","1,040.50","3,944,636,600.00","2,244,569,007.00",0,"32,817.00",16,7,228.6,0,0,"1,194.27","1,040.50","3,943,652,600.00","2,244,177,114.00",0,4,0,0,0,0,0,"3,850.00",0,"492,000.00","261,664.00",0,4,0,0,0,0,0,"4,146.25",0,"492,000.00","130,229.00",0
Air Wisconsin Airlines Corp,2023,"59,210.00","2,469,242.00","2,960,500.00",83.4,41.7,50,301.58,304.27,"724,730,400.00","2,427.00",0,"56,412.00","2,347,096.00","2,820,600.00",83.2,41.61,50,291.48,293.73,"690,482,880.00","2,427.00",0,"1,399.00","60,388.00","69,950.00",86.3,43.17,50,505.38,506.75,"17,123,760.00",0,0,"1,399.00","61,758.00","69,950.00",88.3,44.14,50,505.22,506.72,"17,123,760.00",0,0
Alaska Airlines Inc.,2023,"267,646.00","35,716,328.00","44,259,555.00",80.7,133.45,165.37,"1,387.45","1,483.30","11,764,450,300.00","144,168,895.00","41,311,336.00","252,027.00","33,384,121.00","41,555,076.00",80.3,132.46,164.88,"1,373.84","1,473.02","11,057,725,100.00","143,733,957.00","41,311,336.00","7,814.00","1,174,193.00","1,352,991.00",86.8,150.27,173.15,"1,606.80","1,633.38","353,558,200.00","211,422.00",0,"7,805.00","1,158,014.00","1,351,488.00",85.7,148.37,173.16,"1,607.26","1,627.40","353,167,000.00","223,516.00",0
Alaska Central Express,2023,"16,029.00","13,901.00","24,928.00",55.8,0.87,1.56,371.33,427.62,"88,509,040.00","16,016,883.00","16,438,452.00","16,029.00","13,901.00","24,928.00",55.8,0.87,1.56,371.33,427.62,"88,509,040.00","16,016,883.00","16,438,452.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albinati Aeronautics SA,2023,46,140,548,25.5,3.04,11.91,"3,857.52","4,093.56","110,492.00",0,0,0,0,0,0,0,0,0,0,0,0,0,23,75,274,27.4,3.26,11.91,"3,763.70","4,069.63","55,246.00",0,0,23,65,274,23.7,2.83,11.91,"3,951.35","4,121.18","55,246.00",0,0
Albinati aviation Limited,2023,22,62,288,21.5,2.82,13.09,"3,783.36","3,907.73","57,660.00",0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,144,18.8,2.45,13.09,"4,131.36","4,252.96","28,830.00",0,0,11,35,144,24.3,3.18,13.09,"3,435.36","3,641.40","28,830.00",0,0
Alia-(The) Royal Jordanian,2023,"1,593.00","354,753.00","422,145.00",84,222.69,265,"6,044.87","6,046.38","142,749,200.00","8,089,471.00",0,0,0,0,0,0,0,0,0,0,0,0,796,"169,915.00","210,940.00",80.6,213.46,265,"6,044.86","6,044.48","72,674,800.00","2,641,398.00",0,797,"184,838.00","211,205.00",87.5,231.92,265,"6,044.87","6,048.12","70,074,400.00","5,448,073.00",0
All Nippon Airways Co.,2023,"10,896.00","1,862,670.00","2,376,106.00",78.4,170.95,218.07,"5,586.80","5,412.64","1,234,146,145.00","350,840,325.00",0,0,0,0,0,0,0,0,0,0,0,0,"5,447.00","914,770.00","1,187,072.00",77.1,167.94,217.93,"5,586.59","5,415.80","616,830,371.00","123,726,387.00",0,"5,449.00","947,900.00","1,189,034.00",79.7,173.96,218.21,"5,587.01","5,409.59","617,315,774.00","227,113,938.00",0
Allegiant Air,2023,"116,290.00","17,453,656.00","20,499,688.00",85.1,150.09,176.28,898.41,913,"4,099,940,800.00",0,0,"115,987.00","17,405,011.00","20,444,476.00",85.1,150.06,176.27,896.61,911.1,"4,088,898,400.00",0,0,152,"24,405.00","27,696.00",88.1,160.56,182.21,"1,582.64","1,590.05","5,539,200.00",0,0,151,"24,240.00","27,516.00",88.1,160.53,182.23,"1,588.26","1,595.59","5,503,200.00",0,0
Alliance Executive Jets Ltd.,2023,10,39,130,30,3.9,13,"3,862.60","4,185.28","35,990.00",0,0,2,1,26,3.8,0.5,13,"1,388.50",491,"7,198.00",0,0,4,24,52,46.2,6,13,"4,135.75","4,093.38","14,396.00",0,0,4,14,52,26.9,3.5,13,"4,826.50","4,606.71","14,396.00",0,0
Aloha Air Cargo,2023,"12,764.00",0,0,0,0,0,143.15,0,"475,535,000.00","99,488,125.00","30,911,661.00","12,764.00",0,0,0,0,0,143.15,0,"475,535,000.00","99,488,125.00","30,911,661.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Airlines Inc.,2023,"1,144,745.00","164,800,066.00","198,615,236.00",83,143.96,173.5,"1,147.47","1,272.29","52,710,257,900.00","878,264,192.00","61,975,548.00","933,815.00","131,299,831.00","158,253,433.00",83,140.61,169.47,961.91,"1,006.65","40,757,647,500.00","144,510,288.00","34,691,745.00","105,494.00","16,645,367.00","20,187,461.00",82.5,157.78,191.36,"1,969.76","2,321.47","5,978,555,200.00","245,538,622.00","12,373,637.00","105,436.00","16,854,868.00","20,174,342.00",83.5,159.86,191.34,"1,968.20","2,305.55","5,974,055,200.00","488,215,282.00","14,910,166.00"
Amerijet International,2023,"6,096.00",0,0,0,0,0,"1,399.57",0,"620,372,790.00","346,248,217.00","1,019,307.00","3,259.00",0,0,0,0,0,"1,530.21",0,"331,933,790.00","180,494,209.00","22,273.00","1,375.00",0,0,0,0,0,"1,291.94",0,"140,165,000.00","74,729,892.00","961,620.00","1,462.00",0,0,0,0,0,"1,209.59",0,"148,274,000.00","91,024,116.00","35,414.00"
Ameristar Air Cargo,2023,704,"1,269.00","2,820.00",45,1.8,4.01,820.27,719.09,"16,046,472.00","1,768,470.00",0,614,"1,269.00","2,820.00",45,2.07,4.59,858.42,719.09,"14,052,398.00","1,537,658.00",0,45,0,0,0,0,0,730.78,0,"997,037.00","150,317.00",0,45,0,0,0,0,0,389.16,0,"997,037.00","80,495.00",0
Antonov Company,2023,150,0,0,0,0,0,"2,593.25",0,"39,600,000.00","15,892,213.00",0,82,0,0,0,0,0,"1,905.96",0,"21,648,000.00","8,276,064.00",0,50,0,0,0,0,0,"3,499.58",0,"13,200,000.00","5,719,863.00",0,18,0,0,0,0,0,"3,206.61",0,"4,752,000.00","1,896,286.00",0
Asia Pacific,2023,758,0,0,0,0,0,"2,466.81",0,"43,964,000.00","7,911,221.00","10,138,195.00",376,0,0,0,0,0,"3,502.16",0,"21,808,000.00","2,466,137.00","7,644,781.00",191,0,0,0,0,0,"1,504.48",0,"11,078,000.00","1,174,470.00","2,068,300.00",191,0,0,0,0,0,"1,390.95",0,"11,078,000.00","4,270,614.00","425,114.00"
Asiana Airlines Inc.,2023,"8,935.00","1,289,396.00","1,482,263.00",87,144.31,165.89,"4,237.55","5,722.72","1,302,315,193.00","484,882,856.00",0,"2,757.00",0,0,0,0,0,"1,544.51",0,"588,139,200.00","233,103,108.00",0,"3,109.00","628,314.00","739,115.00",85,202.1,237.73,"5,523.71","5,728.78","364,298,023.00","108,854,947.00",0,"3,069.00","661,082.00","743,148.00",89,215.41,242.15,"5,353.89","5,716.97","349,877,970.00","142,924,801.00",0
Atlas Air Inc.,2023,"34,261.00","13,527.00","98,923.00",13.7,0.39,2.89,"2,518.67","1,398.84","10,467,661,913.00","4,065,864,150.00",0,"22,562.00","12,047.00","86,776.00",13.9,0.53,3.85,"1,761.57","1,053.02","6,542,033,713.00","2,097,906,395.00",0,"5,610.00",846,"4,823.00",17.5,0.15,0.86,"4,037.47","4,141.18","1,883,251,590.00","662,811,617.00",0,"6,089.00",634,"7,324.00",8.7,0.1,1.2,"3,924.71","4,310.71","2,042,376,610.00","1,305,146,138.00",0
Austrian Airlines,2023,"2,549.00","592,690.00","703,117.00",84.3,232.52,275.84,"4,489.54","4,509.84","338,038,802.00","29,517,466.00",0,0,0,0,0,0,0,0,0,0,0,0,"1,275.00","297,477.00","351,319.00",84.7,233.32,275.54,"4,489.63","4,512.21","169,019,401.00","10,303,827.00",0,"1,274.00","295,213.00","351,798.00",83.9,231.72,276.14,"4,489.46","4,507.45","169,019,401.00","19,213,639.00",0
Avcon Jet AG,2023,255,"1,131.00","3,745.00",30.2,4.44,14.69,"3,918.87","3,988.78","1,583,498.00",0,0,22,112,307,36.5,5.09,13.95,910.91,947.82,"119,309.00",0,0,113,501,"1,660.00",30.2,4.43,14.69,"4,203.08","4,346.50","707,771.00",0,0,120,518,"1,778.00",29.1,4.32,14.82,"4,202.71","4,300.31","756,418.00",0,0
"Aviateca, S.A.",2023,34,"4,920.00","6,062.00",81.2,144.71,178.29,"2,194.00","2,194.00","1,351,486.00","54,509.00",0,0,0,0,0,0,0,0,0,0,0,0,17,"2,773.00","3,060.00",90.6,163.12,180,"2,194.00","2,194.00","720,174.00",0,0,17,"2,147.00","3,002.00",71.5,126.29,176.59,"2,194.00","2,194.00","631,312.00","54,509.00",0
Axis Aviation GmbH,2023,2,2,28,7.1,1,14,"4,360.50","4,360.50","5,200.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,7.1,1,14,"3,911.00","3,911.00","2,600.00",0,0,1,1,14,7.1,1,14,"4,810.00","4,810.00","2,600.00",0,0
Azul Linhas Aereas Brazileiras S A,2023,"2,923.00","664,003.00","782,595.00",84.8,227.16,267.74,"3,832.03","3,950.41","258,839,416.00","34,175,207.00",0,1,0,0,0,0,0,"1,807.00",0,"99,790.00",0,0,"1,457.00","331,273.00","390,229.00",84.9,227.37,267.83,"3,834.70","3,954.65","128,242,186.00","12,680,620.00",0,"1,465.00","332,730.00","392,366.00",84.8,227.12,267.83,"3,830.77","3,946.20","130,497,440.00","21,494,587.00",0
Bairline Fluggesellschaft,2023,25,97,305,31.8,3.88,12.2,"3,761.40","3,693.21","88,182.00",0,0,2,7,21,33.3,3.5,10.5,591.5,543,"5,496.00",0,0,11,45,138,32.6,4.09,12.55,"4,093.73","3,963.20","40,542.00",0,0,12,45,146,30.8,3.75,12.17,"3,985.08","3,913.24","42,144.00",0,0
Baranautica Air Service LLC,2023,213,317,639,49.6,1.49,3,49.13,53.24,"298,200.00","2,350.00","4,464.00",213,317,639,49.6,1.49,3,49.13,53.24,"298,200.00","2,350.00","4,464.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bering Air Inc.,2023,"42,843.00","153,698.00","372,637.00",41.2,3.59,8.7,89.19,87.72,"153,874,000.00","3,785,870.00","17,139,928.00","42,843.00","153,698.00","372,637.00",41.2,3.59,8.7,89.19,87.72,"153,874,000.00","3,785,870.00","17,139,928.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boutique Air,2023,"5,691.00","30,791.00","46,193.00",66.7,5.41,8.12,245.02,249.75,"10,045,000.00",0,0,"5,691.00","30,791.00","46,193.00",66.7,5.41,8.12,245.02,249.75,"10,045,000.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradley Air Services Ltd.,2023,14,911,"1,984.00",45.9,65.07,141.71,840.71,837.83,"396,798.00",0,0,0,0,0,0,0,0,0,0,0,0,0,7,312,992,31.5,44.57,141.71,840.71,961.98,"198,400.00",0,0,7,599,992,60.4,85.57,141.71,840.71,773.16,"198,398.00",0,0
Breeze Aviation Group DBA  Breeze,2023,"30,068.00","2,843,285.00","3,803,860.00",74.7,94.56,126.51,901.74,943.78,"948,555,168.00",0,0,"30,068.00","2,843,285.00","3,803,860.00",74.7,94.56,126.51,901.74,943.78,"948,555,168.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Britannia Airways Ltd.,2023,889,"229,240.00","287,885.00",79.6,257.86,323.83,"4,238.72","4,235.75","83,470,532.00","3,658,648.00",0,0,0,0,0,0,0,0,0,0,0,0,445,"114,870.00","144,020.00",79.8,258.13,323.64,"4,237.03","4,232.45","41,561,136.00","68,346.00",0,444,"114,370.00","143,865.00",79.5,257.59,324.02,"4,240.42","4,239.07","41,909,396.00","3,590,302.00",0
